,AUS,CHN,DEU,FRA,USA
unknown Clostridiales [meta_mOTU_v2_5412],-0.5614786172735909,-0.4259574324497415,-0.6188305909902323,-0.2352083959675422,-0.4997384183323306
unknown Clostridiales [meta_mOTU_v2_7149],-0.6235809845079598,-0.3798379815184866,-0.5488393894468633,-0.22644567902041587,-0.43232361005957665
Clostridium sp. CAG:226 [meta_mOTU_v2_7187],-0.49530253943886554,-0.4222889450295239,-0.7075994753687466,-0.255958705870246,-0.43791243007965325
unknown Clostridium [meta_mOTU_v2_7253],-0.72971750349098,-0.29564528154886394,1.0132566999152615,-0.15164090281440123,-0.19738986020020782
unknown Clostridium [meta_mOTU_v2_5366],-0.9556105344874268,,-0.6962077147537258,-0.00817124677028526,-0.3617702630319675
Clostridium sp. CAG:533 [meta_mOTU_v2_6224],-0.9497980505416055,,,-0.16684000230019827,
Clostridium sp. CAG:1193 [meta_mOTU_v2_7613],-0.8362034193010462,-0.33648714009393227,,-0.32732716386800026,-0.33645098481189994
unknown Lentisphaerae [meta_mOTU_v2_6979],-0.6607593481675358,-0.4163434490004898,-0.32673866062687834,-0.30423699120534026,-0.2870603941238712
unknown Clostridiales [meta_mOTU_v2_7697],-0.47850368839902785,,-0.6900649585189982,-0.16620614738402043,-0.2525195911558012
unknown Clostridiales [meta_mOTU_v2_6751],-0.29515752837426557,0.12810272197884076,0.40740075948770194,0.19929774245298248,-0.3368544103093636
unknown Bacteroidales [meta_mOTU_v2_6502],-0.10857749756923324,,0.7477133036986572,,
unknown Prevotella [meta_mOTU_v2_6415],0.09588057300008289,,0.10884097248721629,-0.38010980530346566,
unknown Bacteroidales [meta_mOTU_v2_5647],0.2179549662626926,,-0.7326436075925387,-0.32530441803415505,
Desulfovibrio piger [ref_mOTU_v2_4205],0.2967820346961523,-0.2235132812766989,-0.5121393772226289,-0.31674130996208444,-0.40936952963857587
unknown Dehalococcoidales [meta_mOTU_v2_6270],0.3305963921217246,-0.3610666253417896,-0.37993600533704164,-0.17743022931342078,-0.3614566674164186
Clostridium sp. CAG:230 [meta_mOTU_v2_7788],0.402626381055867,0.1003749818102629,0.13102967676250493,-0.14627729727070368,-0.280484234387492
unknown Clostridiales [meta_mOTU_v2_6249],0.4121239945798893,-0.3256179140129026,-0.6524253830789037,0.04662815998944707,-0.38298917598216564
unknown Clostridium [meta_mOTU_v2_5505],0.3725664145046525,-0.0011092369823045315,-0.17053922731087814,-0.06735170164920917,0.30045008981797483
unknown Clostridiales [meta_mOTU_v2_5571],0.28756989356051305,,,,
unknown Clostridiales [meta_mOTU_v2_7600],0.2466659207142859,-0.33813924608348245,-0.5456641819862531,-0.0914825081287614,-0.3597174918158629
unknown Clostridiales [meta_mOTU_v2_5591],0.1768362599647632,,-0.6965730664527896,0.004708415776293149,
unknown Clostridiales [meta_mOTU_v2_7124],0.1352095873270986,-0.4301799069655196,-0.6929756830855646,-0.033928124620487554,-0.36515326694162287
unknown Clostridiales [meta_mOTU_v2_5922],0.09822424992805724,-0.37864452521134045,-0.6910702125124956,-0.09246213703270532,-0.3675398820299884
unknown Clostridiales [meta_mOTU_v2_6495],0.10109966137164982,-0.40370244600294936,-0.7081922956876247,-0.20060403743469257,-0.45716042502756804
unknown Clostridiales [meta_mOTU_v2_7795],0.05058512615461052,-0.421521486766519,-0.703919741099136,0.31764733253856237,-0.4012878244063268
unknown Clostridiales [meta_mOTU_v2_6107],-0.054315595212336004,-0.41816554252106714,-0.615598001630433,0.32127379501035375,-0.35394069095138614
unknown Clostridiales [meta_mOTU_v2_5513],-0.27139416732032795,-0.3915256010340115,-0.6359822531734427,-0.35590910436278617,-0.3499611752572554
unknown Clostridiales [meta_mOTU_v2_5991],-0.5217716120794336,-0.3089017699655062,-0.48316973304137256,-0.35342774431633,-0.5146207598463087
unknown Clostridiales [meta_mOTU_v2_7153],-0.6899620020432846,-0.4288929552260154,-0.6016365098078785,-0.46562623305685796,-0.3053097329700354
unknown Clostridiales [meta_mOTU_v2_6197],-0.5815112990072239,-0.4137228674221092,-0.7101139721958764,-0.4908189306999971,-0.23186653845072197
unknown Clostridium [meta_mOTU_v2_6147],-0.7404487087239625,2.352116528344582,-0.3894944444261293,,
unknown Bacteroidales [meta_mOTU_v2_7089],-0.9496738798582974,,,,-0.22383741134488108
Lactococcus lactis [ref_mOTU_v2_0371],-0.9019654014667795,,-0.15453098233607632,-0.36454422282143906,2.6202106219736754
unknown Firmicutes [meta_mOTU_v2_5910],-0.7128019926324454,,,-0.24407401727730108,1.1658795130557946
unknown Clostridiales [meta_mOTU_v2_7192],-0.41982427898713426,-0.38021564019050025,-0.5497896701744158,-0.32657827628046127,-0.4130291956594741
unknown Firmicutes [meta_mOTU_v2_7751],-0.11693925482572463,,-0.5062790651154986,,-0.13246561607120036
Mycoplasma sp. CAG:611 [meta_mOTU_v2_5692],0.1549326154951263,-0.3147669983928468,0.6991098339420804,7.950622241502262e-05,0.6291863050581903
Lentisphaerae bacterium ADurb.Bin242 [meta_mOTU_v2_6522],0.4203657095846377,-0.3791868931339291,-0.5123830852327804,-0.2838381975152427,-0.5086649668545254
unknown Clostridiales [meta_mOTU_v2_7058],0.7237247601601973,,,-0.18509553520437752,-0.11563416608829036
unknown Bacteroidales [meta_mOTU_v2_6670],0.9282258713154783,,-0.45610256714252173,-0.3457098037883651,1.9551598139590225
unknown Clostridiales [meta_mOTU_v2_6080],1.0432604273023942,,,-0.038841196290467256,-0.39954382784919895
unknown Clostridiales [meta_mOTU_v2_7087],1.0723925528913483,,,,-0.3902270414883342
unknown Clostridium [meta_mOTU_v2_7749],1.1485025407935132,,-0.4348015834458759,-0.11815842412072443,-0.06961770828076484
unknown Ruminococcus [meta_mOTU_v2_7048],1.1581964652618129,-0.23153948698328214,,-0.41665139512372495,0.3603878884596885
unknown Clostridiales [meta_mOTU_v2_6128],1.088707736628927,-0.052739800477264516,0.8478267985241897,-0.21359784124760245,-0.2818155171174056
unknown Clostridiales [meta_mOTU_v2_6238],0.947618173850802,-0.3689802415073326,,2.8052358926722594,0.40394042331882524
unknown Coprococcus [meta_mOTU_v2_6257],0.8813340031470188,,-0.0022328713667256776,,
Staphylococcus sp. CAG:324 [meta_mOTU_v2_7279],0.8105148810463658,-0.25056601940143924,-0.5248838696238869,0.21001080335721573,-0.37628149719249643
Clostridium sp. CAG:793 [meta_mOTU_v2_5464],0.7711015607988133,-0.3619485122137767,0.4850511135614084,,
Coprobacillus sp. CAG:605 [meta_mOTU_v2_7625],0.7237322544215876,,,-0.1414841892458552,-0.3943689963960014
unknown Clostridia [meta_mOTU_v2_5309],0.7339503925091313,-0.3358363969363688,-0.5457320925154168,0.10541769769422554,-0.4685485566832546
unknown Clostridiales [meta_mOTU_v2_6760],0.6865644880212236,-0.2643875775625536,-0.39294648509546554,-0.4324096155910929,-0.3170778160594391
Prevotella sp. CAG:279 [meta_mOTU_v2_6938],0.5448542427041917,-0.33248146257388433,-0.511543065935132,-0.4927848243942829,-0.21815582880231635
unknown Oscillibacter [meta_mOTU_v2_5944],0.22027770242648645,-0.4095412467532975,-0.5351651650852973,-0.31814708329512437,-0.41133538473791786
unknown Clostridiales [meta_mOTU_v2_7546],-0.17499753930346515,-0.39669270622401054,-0.6087922958996637,-0.14972850798142548,-0.24593070471333328
unknown Ruminococcaceae [meta_mOTU_v2_6174],-0.48227692402210154,-0.3295839723424769,-0.6052776465501526,0.22655442233191928,-0.4308789558158157
uncultured Clostridium sp. [meta_mOTU_v2_6381],-0.46913213317055197,-0.28279497302672774,-0.6435969069264962,0.01987207041620129,-0.4321849525197826
Bacteroides fragilis [ref_mOTU_v2_0286],-0.7078707871049127,0.11120814547428033,1.3015669392948812,-0.4939425411172167,4.131405146879063
unknown Ruminococcus [meta_mOTU_v2_5392],-0.8852428679464279,-0.14648627690978555,0.5083943137997767,-0.18289258004011275,-0.20404518632483873
unknown Clostridium [meta_mOTU_v2_5343],-0.7959331007970625,,0.5007881592692991,0.009238881065172094,0.058017677435598464
Butyrivibrio sp. CAG:318 [meta_mOTU_v2_5702],-0.5474636911936958,,0.13930086760727212,-0.23317942739901373,0.6768181003782441
Ruminococcus sp. CAG:382 [meta_mOTU_v2_6530],-0.16427154172218,,-0.749939294913714,0.05358748019556838,-0.43335249352441635
unknown Clostridiales [meta_mOTU_v2_7173],0.24546429559431182,-0.21046410450139313,-0.6132548224875874,0.02213718616884476,-0.14840341083984798
unknown Firmicutes [meta_mOTU_v2_6909],0.6065501886964408,,0.8614870447826364,-0.4262652212624162,0.23976609890889597
unknown Clostridiales [meta_mOTU_v2_7188],0.9466912171435674,-0.3998862719283629,-0.7180435879084242,-0.16676779158043584,0.35507091045684014
unknown Firmicutes [meta_mOTU_v2_7755],1.3326984580744088,,-0.2194799754906162,-0.33911407392451925,0.4711393424523437
Clostridium sp. CAG:590 [meta_mOTU_v2_5713],1.6199848003178636,,,-0.3474767498686571,
Clostridium sp. CAG:964 [meta_mOTU_v2_6131],1.7742243103623,,,0.8194434948283561,0.1118164479415636
Verrucomicrobia bacterium CAG:312_58_20 [meta_mOTU_v2_6090],1.8065453311042787,,1.2991014490923,-0.514925938548335,-0.2827239257007773
unknown Ruminococcaceae [meta_mOTU_v2_7271],1.875903684609026,-0.41511130313057687,-0.4533627814576905,0.3866251440806729,-0.362427611884073
unknown Clostridiales [meta_mOTU_v2_6134],1.8844840660033684,-0.007303362092292232,0.3034605579836842,-0.15415868211430303,-0.5102340277477526
unknown Clostridiales [meta_mOTU_v2_5894],1.792223437319839,-0.30994231628274393,-0.5501381676017996,0.16243964398672145,-0.40495470512421916
unknown Firmicutes [meta_mOTU_v2_7760],1.598593812010183,-0.4230959230115206,-0.6035185035515028,-0.13625017333794381,-0.09549092091926763
unknown Clostridium [meta_mOTU_v2_6156],1.5008102717086294,-0.17618891471891998,-0.08782040223446459,-0.08663557816315395,0.008720466731492302
unknown Clostridiales [meta_mOTU_v2_6571],1.4326238446309085,-0.20318654406212797,-0.32023358895782317,-0.27656963573946103,-0.3234789339329531
unknown Roseburia [meta_mOTU_v2_7567],1.3967032523691647,-0.0780086000991926,0.49095655806304533,-0.20702148904346174,-0.3164321119995687
Clostridium sp. CAG:411 [meta_mOTU_v2_7074],1.3428710384794866,,,,-0.2214112021431688
unknown Clostridiales [meta_mOTU_v2_5583],1.3627374695331596,,-0.5446969387770261,-0.33026904796160944,-0.44975936717904313
unknown Clostridiales [meta_mOTU_v2_7800],1.3359789777973379,-0.40099942500678804,-0.5451348057035919,-0.4162262319551808,-0.41545712986798855
Methanobrevibacter smithii [ref_mOTU_v2_1384],1.1772291870357419,-0.30712837374547514,-0.13911606831127146,-0.38909158380777265,-0.2069204207608594
unknown Clostridiales [meta_mOTU_v2_5959],0.7642033330272565,-0.3202518991082378,-0.6145646962123353,-0.46257962463892505,-0.23035002148953423
Clostridium sp. L2-50 [ref_mOTU_v2_4212],0.23215218203911436,-0.3326146472197564,-0.03866795643990686,0.2067201744904397,-0.22124842349164717
unknown Clostridiales [meta_mOTU_v2_7561],-0.2123606593213427,-0.35895578678899065,-0.4468898438947855,0.08568044498599875,-0.4461212356693103
unknown Clostridiales [meta_mOTU_v2_7717],-0.3088221958524528,-0.3089280526688758,-0.43040014109799146,0.19805915732045043,-0.3230364144571253
unknown Clostridium [meta_mOTU_v2_5561],-0.6866639638057069,-0.2804460843404684,1.098733032535402,-0.303382817274065,-0.24621817902206083
unknown Clostridiales [meta_mOTU_v2_6144],-0.8401720502507112,-0.37449031349650247,0.3868174296583646,-0.5215883984910916,-0.26502657957727693
unknown Clostridiales [meta_mOTU_v2_7063],-0.7182268030536055,,,-0.3253572014290818,0.9175169334020441
unknown Firmicutes [meta_mOTU_v2_7419],-0.4328823164815416,,0.14537523938102137,-0.3034299739336568,-0.32659450649627586
unknown Clostridiales [meta_mOTU_v2_6193],-0.002102943357555364,,-0.5622619758928215,,-0.3606899505987788
unknown Clostridiales [meta_mOTU_v2_6475],0.471342195067902,0.17824324649000803,-0.5502079965968325,-0.4891212061765256,-0.37439176727190987
Mycoplasma sp. CAG:472 [meta_mOTU_v2_6403],0.9045502898396293,-0.10892814762866386,0.7783624143573202,0.2723465658053684,-0.36727137922184677
unknown Ruminococcaceae [meta_mOTU_v2_7401],1.306311992122375,,-0.656426899908678,2.189204540326206,-0.2146825653106063
Clostridium sp. CAG:413 [meta_mOTU_v2_7152],1.7462974065751562,-0.040433383745453966,-0.5530560874263033,-0.41178765784342786,-0.34889401997653396
Bacteroides finegoldii [ref_mOTU_v2_1409],2.1031406405705604,-0.4132363242431103,-0.4735525528829703,-0.07970621174518408,0.008124189335362382
unknown Eggerthella [meta_mOTU_v2_7512],2.3075264047596074,,,-0.29479752441170165,
Clostridium sp. CAG:609 [meta_mOTU_v2_6466],2.350232447137762,-0.3162906879844464,,-0.3182444671314217,-0.3191528159837295
unknown Firmicutes [meta_mOTU_v2_6228],2.396887939083232,,-0.37291974324286725,-0.3834793966732797,0.21587056929803675
unknown Clostridium [meta_mOTU_v2_6877],2.3936221638285753,0.040363119556764415,0.05624017977942412,-0.20714307471388665,-0.4033071401053942
unknown Clostridiales [meta_mOTU_v2_6511],2.3040500491282785,-0.3401880420033239,-0.7029897365232569,0.18262685923336033,-0.39561143896426143
Roseburia sp. CAG:303 [meta_mOTU_v2_6722],2.0942550187544597,0.08170403482524845,0.694645847745517,-0.09014243573752129,-0.2860141631098976
Clostridium sp. CAG:594 [meta_mOTU_v2_5501],1.969600874578042,-0.30357903591434326,-0.6664135242931765,-0.32971904381472866,-0.44556445796376776
Bacteroides pectinophilus [ref_mOTU_v2_4341],1.8989370036301916,,0.8168978232372777,-0.4501317503816587,0.07946773841947814
Clostridium sp. CAG:288 [meta_mOTU_v2_6160],1.87639935588037,,-0.5342610573998064,-0.19101707156446893,-0.30968648227035195
unknown Clostridium [meta_mOTU_v2_6117],1.8184269384236718,-0.28053853096214765,-0.2525670930799422,-0.19277018408189903,-0.41374463669200906
unknown Clostridium [meta_mOTU_v2_6349],1.8280398688426893,,0.6152839049405024,,0.5608247556747117
unknown Clostridiales [meta_mOTU_v2_5653],1.8140728549874916,,-0.020847613541102723,0.3200725967145762,-0.39490115888101096
Ruminococcus sp. CAG:254 [meta_mOTU_v2_5967],1.6573777183139418,0.09755903954322508,0.10222645789950864,-0.3328085242242465,-0.06813059107875223
unknown Clostridiales [meta_mOTU_v2_7778],1.1905654649660369,-0.40411170848378336,-0.4889987415110594,-0.29475925304033956,-0.3112758677803376
unknown Clostridiales [meta_mOTU_v2_5880],0.5572299707796294,1.6415460313763806,-0.4850751703752071,-0.32122004368806295,-0.5456320015870381
unknown Clostridiales [meta_mOTU_v2_5397],0.015314198466403608,-0.3288902018192855,-0.6152571863803201,0.011879337962488301,-0.5613264844658283
unknown Clostridiales [meta_mOTU_v2_6807],-0.17014712144880698,-0.3096023974640869,-0.49741281368460194,-0.10948592666247543,-0.5113066061795499
Klebsiella sp. [ref_mOTU_v2_0160],-0.6851215367735868,0.02068961323870455,-0.06584607219082772,-0.3244945424218573,1.3998729520758832
unknown Clostridiales [meta_mOTU_v2_7148],-0.8333141933496837,,-0.557756009904232,-0.29023250871611544,-0.27353562469917003
unknown Firmicutes [meta_mOTU_v2_6730],-0.7008111904755139,-0.26787248016797566,-0.37381113215925016,0.024153075984511656,-0.24547711000250358
Prevotella sp. CAG:873 [meta_mOTU_v2_7050],-0.4066603069406262,,-0.5614878456922763,0.11621052655007243,
unknown Akkermansia [meta_mOTU_v2_6276],0.028786727280487666,,0.6977972494108551,-0.42144061818697953,0.08022788236990498
unknown Firmicutes [meta_mOTU_v2_6711],0.5120653952210266,,-0.5183929009417207,-0.08936996267789163,-0.3619947755738005
unknown Clostridiales [meta_mOTU_v2_7320],0.9718187220076381,-0.29707941337050714,0.43852718744601166,0.31970103576783776,-0.38875518200925224
unknown Ruminococcus [meta_mOTU_v2_5630],1.4059734242510449,,-0.18569323560361053,-0.3103964587284875,-0.16454958642773576
unknown Clostridium [meta_mOTU_v2_6039],1.8717008292034456,-0.18755045266253156,0.354882453332516,-0.143452581093093,-0.28077924886440286
unknown Clostridium [meta_mOTU_v2_5927],2.26973140520885,,-0.5949571588803108,,
Clostridium sp. CAG:533 [meta_mOTU_v2_6119],2.511950093124992,,-0.5252605322084377,-0.2888300245984093,
unknown Flavobacteriia [meta_mOTU_v2_6771],2.5714247644191994,,1.3611042894325853,-0.48414859771142704,-0.0378748615454282
unknown Firmicutes [meta_mOTU_v2_6848],2.6062655771322127,,,,0.8907525346868339
unknown Firmicutes [meta_mOTU_v2_7454],2.5867928410147965,-0.27109961576468705,0.5243341933642298,-0.4872006956255072,
unknown Clostridiales [meta_mOTU_v2_7620],2.500829724421189,,-0.19381531703009983,-0.1784593282609467,-0.43357916153445686
unknown Clostridiales [meta_mOTU_v2_7682],2.320655768870933,0.07777849010086925,-0.5436317586292444,0.13945430365052608,0.007120489980737917
unknown Clostridium [meta_mOTU_v2_5585],2.2112755303793925,-0.15898958957302664,0.6741344215747284,-0.0006815188230789627,0.8417885809167261
unknown Clostridium [meta_mOTU_v2_6285],2.156357414580109,0.008207560759534913,0.12235137084615753,-0.4083117147544774,0.7564015103732056
Clostridiales bacterium 41_21_two_genomes [meta_mOTU_v2_5482],2.146457705580093,,0.06173508576516217,-0.33113785051591155,-0.1355198480431005
Butyricicoccus sp. BB10 [meta_mOTU_v2_5734],2.0860158068319214,-0.16925043583192909,-0.18077965629773676,0.39534077597849887,-0.4110391173460018
unknown Clostridiales [meta_mOTU_v2_5341],2.088476732530992,-0.3266907291207203,-0.3261497468606853,-0.40296985896347726,-0.5410855187439855
unknown Clostridium [meta_mOTU_v2_5413],2.0895595013353785,-0.07894565084294922,-0.3603712524515313,0.24251485113884816,-0.25345142763922496
unknown Clostridiales [meta_mOTU_v2_6275],1.9468559647804167,-0.39216138871143674,-0.5631231063576537,-0.3871279727277474,-0.4219004025230173
unknown Clostridiales [meta_mOTU_v2_6700],1.474744796904771,-0.42122969329270593,-0.4119678755492922,0.4484056947347578,-0.43192052181881
Roseburia sp. CAG:182 [meta_mOTU_v2_6334],0.8118976073696623,-0.0403558367394173,0.44218335019303107,-0.44569629381697135,-0.4590355614999735
unknown Clostridiales [meta_mOTU_v2_6801],0.22744115627862596,-0.25852101475020905,-0.6100014143280889,-0.30499262107712877,-0.5366267102223233
unknown Clostridiales [meta_mOTU_v2_6049],-0.03464174804864567,-0.2940412177367745,-0.6077754139170615,0.028993794768920285,-0.4621994162670027
Eubacterium sp. CAG:38 [meta_mOTU_v2_7668],-0.6994917546328635,0.12349020661402758,-0.6198449077486139,-0.4441533427549237,-0.2849568092537007
Megamonas funiformis/rupellensis [ref_mOTU_v2_0502],-0.8600613737143313,0.26197072264702936,0.6581055182170045,-0.30307446898555723,0.20277043459721042
unknown Clostridiales [meta_mOTU_v2_7072],-0.7406639434058594,,0.11737120108408491,,-0.330172588927194
unknown Sutterella [meta_mOTU_v2_5857],-0.4650919502826969,,-0.7176601112122067,-0.04645086694589513,
unknown Firmicutes [meta_mOTU_v2_6936],-0.06542371192154947,,-0.7142487584290416,-0.2055528943438838,-0.3667085812989343
unknown Clostridium [meta_mOTU_v2_6338],0.36987259760717567,,,,
unknown Clostridiales [meta_mOTU_v2_7467],0.7822120291232733,,-0.5529665017325753,-0.41600718617195065,-0.36190557211339947
Clostridium sp. CAG:524 [meta_mOTU_v2_5874],1.200739606682555,,-0.5064061607369269,0.06656733930726245,-0.30238936054109233
unknown Clostridiales [meta_mOTU_v2_5710],1.6699144634358891,,-0.6700502682962889,-0.33255260647464496,-0.3831169333377816
Ruminococcus champanellensis [ref_mOTU_v2_3773],2.077880720380441,,-0.6207229425625069,0.11979795272868583,-0.254064303240899
Collinsella intestinalis [ref_mOTU_v2_4400],2.3165049684160635,0.07500079333627473,0.3123209793961317,-0.15808027200609578,-0.31107423792646777
unknown Clostridium [meta_mOTU_v2_7266],2.386491277266349,-0.26446751052829565,0.8170261861328548,0.9114142101393313,-0.3474300613068032
Mycoplasma sp. CAG:877 [meta_mOTU_v2_6682],2.4376617766951294,,,,
unknown Dehalococcoidales [meta_mOTU_v2_7432],2.4260040496923314,,-0.5391669151748132,0.24127239384808397,-0.45706118473381196
unknown Clostridiales [meta_mOTU_v2_5661],2.3284995524669156,-0.23511572801874633,1.0902329211175485,-0.3297329228404596,-0.3593379967144145
unknown Roseburia [meta_mOTU_v2_5883],2.1810804598796723,,-0.003560835406692835,-0.18891581962885975,-0.313450827145884
Dialister sp. CAG:357 [meta_mOTU_v2_6815],2.126124340328255,-0.4191857558502186,-0.01511183610305617,-0.38175471359867735,
Clostridium saccharogumia [ref_mOTU_v2_0473],2.117177955585252,-0.40991899479005317,0.7506881485987754,1.9433404822507816,1.1122791879649105
unknown Clostridium [meta_mOTU_v2_6816],2.1122052958042805,-0.13041430613639354,0.7657623048659835,-0.15941032742128688,-0.2931392182937897
Eggerthella sp. CAG:368 [meta_mOTU_v2_6312],2.0602607567290754,,-0.6815721991466129,-0.15288764769806715,-0.37518972805093437
unknown Clostridiales [meta_mOTU_v2_7643],2.0954396269986657,-0.42363692571323786,0.41961979419640116,0.12628371017914516,-0.460772173040455
unknown Clostridiales [meta_mOTU_v2_7590],2.1446613796702727,-0.3724621444865327,-0.6959121127114257,-0.03576782181308797,-0.38285883461707365
unknown Bacteria [meta_mOTU_v2_6087],2.026397717060512,0.17075078080800846,-0.6350660047699151,0.05599440478021255,1.186343148975437
unknown Clostridiales [meta_mOTU_v2_5849],1.583860533476393,-0.39078234598286693,-0.40493739939527174,0.10199968974895518,-0.2998388617773318
unknown Faecalibacterium [meta_mOTU_v2_6452],0.9527983114961355,0.23148585342919048,-0.5396263469360735,0.33526427572233974,-0.20636117895715553
unknown Clostridiales [meta_mOTU_v2_7157],0.3778723067048753,-0.3529415173878149,-0.40615920288985996,-0.24977914455680497,-0.47986864923217615
unknown Clostridiales [meta_mOTU_v2_5362],0.0666669705059718,,-0.7368042467347701,-0.26796192871150976,-0.3535130807523351
unknown Bacilli [meta_mOTU_v2_5934],-0.716111044946818,0.12916816020490335,0.42556974720896673,-0.5048946582485784,0.09337623243196304
Intestinibacter bartlettii [ref_mOTU_v2_4268],-0.8975681863110115,0.021976149828993072,0.06436857226177192,-0.38772286683580426,0.025995960177398914
Ruminococcus sp. CAG:403 [meta_mOTU_v2_7774],-0.8113584946517055,-0.4222386373164316,-0.6986478171453935,-0.315439031390379,-0.2323743966921046
Bacteroides plebeius [ref_mOTU_v2_4343],-0.5911792626693466,0.12627910839495085,-0.5882338437301191,-0.33318753356264424,-0.19278529727450214
Subdoligranulum sp. CAG:314 [meta_mOTU_v2_6768],-0.2783510068933819,-0.2447225943799253,0.06107154682347431,-0.39730656071624443,-0.3038578023693462
unknown Prevotella [meta_mOTU_v2_5502],0.05773437991123746,-0.30499402507428236,0.5779602901497934,-0.35961572481388393,
unknown Parabacteroides [meta_mOTU_v2_6071],0.37332777550422913,-0.3028073001353305,-0.47795435007199205,-0.3731956483119467,0.012528667129838243
unknown Bacteroidaceae [meta_mOTU_v2_7579],0.7390420394566081,-0.33632597566938166,0.024444739874845207,-0.37661619323287554,-0.2265880938706285
unknown Clostridiales [meta_mOTU_v2_6011],1.1757679950627986,-0.30701498352469947,0.12773780933172676,0.11109596839266547,0.008027103007851826
Libanicoccus massiliensis [meta_mOTU_v2_5543],1.5547581245051116,-0.35811176601376604,0.4343057921704652,-0.5027556639031496,
unknown Bacteroidales [meta_mOTU_v2_5951],1.765218101097438,,-0.2559975303616947,-0.3642206889520336,
unknown Atopobiaceae [meta_mOTU_v2_6458],1.8621952206761003,-0.39226267911863505,-0.04648650335187861,-0.4820579483259692,-0.3274198831576201
unknown Clostridiales [meta_mOTU_v2_6484],1.95888543486068,-0.13281531064660834,0.6835329387017849,-0.4155718131989229,-0.5830288197907963
unknown Firmicutes [meta_mOTU_v2_5660],1.9734875205362616,-0.2894786073464043,-0.453759284271104,-0.03821963554677424,-0.27586821290347563
Clostridium sp. CAG:571 [meta_mOTU_v2_5498],1.8621347294860977,-0.3335974687862194,,0.15377374191606555,-0.0845925303446974
unknown Clostridiales [meta_mOTU_v2_7462],1.7315978089071644,,-0.6341017612428416,-0.21157311376554838,-0.4173076336131854
