,AUS,CHN,DEU,FRA,USA
unknown Clostridiales [meta_mOTU_v2_5754],-0.25897007474892286,-0.24380958008973574,-0.18824114147597085,-0.22214643631896536,-0.37498233620698757
Gemella morbillorum [ref_mOTU_v2_4513],1.5093296998924928,1.7806299306600446,1.6956497340903034,2.17656908782696,0.9730351789789762
Prevotella nigrescens [ref_mOTU_v2_0276],2.606538346676109,2.7509325368163475,2.7782024522968616,3.085896027991973,1.5547775025365398
Prevotella intermedia [ref_mOTU_v2_0515],3.611591519092945,3.5841427951988027,3.6902607787119943,3.5779822706259234,2.119359185346354
Fusobacterium nucleatum s. animalis [ref_mOTU_v2_0776],4.358170325034544,4.2479367975430895,4.121984867930294,3.546549296227543,2.5873349739022395
Porphyromonas somerae [ref_mOTU_v2_2101],4.547223717990407,4.253216995462197,3.8242023337153648,2.9957812466358082,2.6509303508285487
Porphyromonas uenonis [ref_mOTU_v2_4616],4.014863105140328,3.1307035609846254,2.623542017539395,1.954752495974678,2.077718950822103
unknown Porphyromonas [meta_mOTU_v2_7777],3.201344255420384,1.7933113340950482,1.4223674189598725,1.120174917307508,1.3322544200278972
Fusobacterium ulcerans [ref_mOTU_v2_1396],2.4401604120862985,0.6535747419124444,0.5564329618303823,0.5983733795675799,0.7752901188872365
Blautia producta [ref_mOTU_v2_1889],1.8614231604275706,0.042238323320464836,0.1021626220280162,0.28360242472752845,0.521611976368683
Eggerthella lenta [ref_mOTU_v2_0642],1.2913082034590977,-0.21937836372313377,-0.10905917323257551,0.012669557083184887,0.35628838527416806
Clostridium clostridioforme [ref_mOTU_v2_0980],0.816607291446288,-0.27107890253157707,-0.204608032349678,-0.14337547734493986,0.19255029825803363
Anaerostipes caccae [ref_mOTU_v2_1381],0.5047149384572702,-0.20885574790373457,-0.2560375704691397,-0.21485522798716777,0.007562872234513846
Blautia producta [ref_mOTU_v2_4020],0.337093416551136,-0.14927401894277748,-0.27998118391339993,-0.2659331126231307,-0.11621847502058234
Butyricicoccus pullicaecorum [ref_mOTU_v2_2510],0.16211913474958897,-0.1270298805859092,-0.298396080772957,-0.326503497404792,-0.22115494699379748
unknown Clostridiales [meta_mOTU_v2_6629],0.009757502623753678,-0.132875441439458,-0.31288476841804014,-0.35478833805298954,-0.30961958211645296
Lachnospiraceae bacterium 1_4_56FAA [ref_mOTU_v2_4723],-0.04981182305448204,-0.17311558112057956,-0.3241153215649415,-0.3520385142940572,-0.33508584098416977
Megasphaera massiliensis [ref_mOTU_v2_2684],-0.06262329511760263,-0.23216942899693482,-0.3296372161146426,-0.3464250722789845,-0.29231003383168314
Clostridium sp. AT4 [meta_mOTU_v2_7263],-0.13948681421906342,-0.28585428885001707,-0.3319692037389493,-0.3602740831373069,-0.2818880519743996
unknown Clostridiales [meta_mOTU_v2_5466],-0.21676474815825625,-0.32141311901892844,-0.32953359257762344,-0.3651639341078694,-0.3295945648457919
unknown Clostridiales [meta_mOTU_v2_7550],-0.22381794207559647,-0.33373132045314696,-0.32385224320510153,-0.3576240018827699,-0.3586176339371197
unknown Clostridiales [meta_mOTU_v2_6548],-0.20882550099569144,-0.33365563932516906,-0.3188311546527057,-0.3499211103413232,-0.3477326415389289
unknown Clostridiales [meta_mOTU_v2_6823],-0.2466490347970266,-0.3387752526630209,-0.32127373884384736,-0.3551597266684729,-0.3894090822812406
Burkholderiales bacterium YL45 [meta_mOTU_v2_6818],-0.2258005645408874,-0.357972318693633,-0.32778003615589646,-0.34719106061186417,-0.4202251849513424
unknown Clostridium [meta_mOTU_v2_5940],-0.06749758873543285,-0.3728733503493373,-0.33477260670829706,-0.3292764787329764,-0.39506366328373865
unknown Clostridiales [meta_mOTU_v2_6961],0.11161763501571322,-0.3817817746398606,-0.34014409635248066,-0.3218950629779122,-0.33849593504249464
unknown Lachnospiraceae [meta_mOTU_v2_6615],0.09101936593346599,-0.4030825918016573,-0.3460984957776856,-0.34440764520925804,-0.33791891940741725
unknown Clostridiales [meta_mOTU_v2_6975],-0.10179992704815231,-0.43010193169002864,-0.35185755187305917,-0.3716381151596657,-0.4248322490210222
Bifidobacterium sp. [ref_mOTU_v2_1180],-0.2957800123845781,-0.42390949230520975,-0.3372071791580502,-0.3706409423773454,-0.5479684916690012
unknown Clostridiales [meta_mOTU_v2_5511],-0.28396995022107546,-0.31459820570985353,-0.2515817067935182,-0.2811469813309281,-0.46969923639050065
Peptostreptococcus stomatis [ref_mOTU_v2_4614],2.1293130455146825,2.3251932038614633,2.6322327530264022,3.185317480073043,1.649068544590728
Solobacterium moorei [ref_mOTU_v2_0531],3.4812260649064735,3.5857090391090027,4.117170074574137,4.440668808502874,2.457067423783314
Parvimonas sp. [ref_mOTU_v2_5245],4.549609313993015,4.578011239599718,5.1599332185914735,4.962359545964681,3.065345309362272
unknown Dialister [meta_mOTU_v2_5867],5.227716981936589,5.291592808981138,5.4553916427232725,4.738124169887375,3.4702329938623286
Anaerococcus obesiensis/vaginalis [ref_mOTU_v2_0429],5.269413951713203,5.223286401923911,4.801700208826568,3.812037106759175,3.3924446963756107
Clostridiales bacterium S5-A14a [meta_mOTU_v2_5486],4.590754785014585,3.9082075868192208,3.217961327906951,2.4142346704303757,2.6704960917663154
Porphyromonas uenonis [ref_mOTU_v2_2102],3.6486161139159177,2.3576012019665136,1.7349822122495695,1.361459391730653,1.7687524201309135
unknown Sutterella [meta_mOTU_v2_5677],2.8014125501408946,0.9919708760641203,0.7042217733235441,0.7678408116694618,1.1076575394240378
Coprobacillus sp. [ref_mOTU_v2_1401],2.1482215730929513,0.23245036382200113,0.17063034153715492,0.410304014460835,0.8076128564270263
Clostridium innocuum [ref_mOTU_v2_0643],1.510286713079046,-0.10898735457508288,-0.07416348769471338,0.0947596995529398,0.6001151125228332
unknown Clostridiales [meta_mOTU_v2_6867],0.9757260014822079,-0.16330454246791656,-0.18435372366696812,-0.08994413577050588,0.34824489921455815
Clostridium clostridioforme [ref_mOTU_v2_0979],0.653170120180381,-0.05124883497497311,-0.23494178875458677,-0.16395335593641885,0.11983589567010224
Erysipelotrichaceae sp. [ref_mOTU_v2_4724],0.48640274149243234,0.05835914524779394,-0.25558707997188085,-0.22456540967241997,-0.0027652177875266775
Clostridium scindens [ref_mOTU_v2_0883],0.29105373436397536,0.11786680918915435,-0.2745168401307022,-0.3024303464362529,-0.11430355841839715
Bacteroides fragilis [ref_mOTU_v2_0287],0.11713339759447111,0.10895445460318826,-0.2929983122595134,-0.33664657418829186,-0.23710321282807847
unknown Clostridiales [meta_mOTU_v2_7553],0.060843821521808755,0.023491133535143077,-0.31162551104655045,-0.3260852988690553,-0.2863385277155153
unknown Tyzzerella [meta_mOTU_v2_7425],0.04821748058217596,-0.08249125782891556,-0.3217883593610436,-0.31595320289339823,-0.2613936121224921
Acidaminococcus intestini [ref_mOTU_v2_0391],-0.04767415975636795,-0.1632742586787641,-0.32519665583372864,-0.3282659881540923,-0.2669908265003663
Eubacterium sp. [ref_mOTU_v2_1395],-0.15137251863342488,-0.21864718593685778,-0.3210674091501588,-0.32955558734617824,-0.3216008007179829
unknown Clostridiales [meta_mOTU_v2_7702],-0.15923570092680328,-0.24776712266339512,-0.3141286656179306,-0.3180778569257855,-0.3228357476889991
Clostridium spiroforme [ref_mOTU_v2_4235],-0.1426504757641222,-0.25923938649491407,-0.30724522963504786,-0.3108090910608896,-0.294034916156062
Clostridiales bacterium VE202-14 [ref_mOTU_v2_2689],-0.19010325858857538,-0.27824855112504693,-0.30988771708470136,-0.3247691511813924,-0.35159708644018056
unknown Anaeromassilibacillus [meta_mOTU_v2_5357],-0.16044270213001605,-0.31636331162547005,-0.32041403274224217,-0.32421138205813166,-0.40682877621581137
Clostridium saccharolyticum [ref_mOTU_v2_1380],0.059858788509804514,-0.3440582662877387,-0.3344034381461776,-0.30454766327220606,-0.3785744660207456
unknown Ruminococcaceae [meta_mOTU_v2_6652],0.31105321626298266,-0.35800510832767624,-0.34536705598529255,-0.2956826696823366,-0.29888047226741715
unknown Clostridiales [meta_mOTU_v2_6371],0.3099333214091596,-0.3863618129245782,-0.3553138777436943,-0.31986913180878146,-0.26324041978103263
Merdibacter massiliensis [meta_mOTU_v2_6340],0.06435086691529406,-0.41926834184375245,-0.36422569521039894,-0.35237986225844276,-0.35255050757757056
unknown Clostridiaceae [meta_mOTU_v2_5382],-0.2048701316084027,-0.4197407942521324,-0.35122283463113724,-0.35348991831258525,-0.5173566474284303
Enorma massiliensis [ref_mOTU_v2_1824],-0.24915583793751536,-0.31308812330919195,-0.26290543636650227,-0.26989470686968275,-0.4696806926985179
Mogibacterium timidum [ref_mOTU_v2_1136],2.442342639734178,2.6202954525729965,3.23846198088914,3.785554248466536,2.0580418140899575
Parvimonas micra [ref_mOTU_v2_1145],3.8349465805038956,3.947943431507522,4.94670860774232,5.255147476472067,2.8739347660583063
Parvimonas sp. [ref_mOTU_v2_4961],4.824383249636354,4.9288233969588875,5.977099169329776,5.8063165508083845,3.361149787210865
Fusobacterium nucleatum s. vincentii [ref_mOTU_v2_0754],5.326093489326262,5.580116110222832,6.077112240419697,5.4420698076107,3.666378926126061
Peptostreptococcus anaerobius [ref_mOTU_v2_0148],5.157622168717771,5.422814061068618,5.116512584539352,4.230868355377339,3.5402705857596914
Fusobacterium gonidiaformans [ref_mOTU_v2_1404],4.327441413744501,4.042600354804087,3.283185956009443,2.6026209440765578,2.794226211639734
unknown Phascolarctobacterium [meta_mOTU_v2_5554],3.320765933743892,2.475712536232283,1.6662430980432066,1.4328755690607347,1.8496895518527066
unknown Veillonellaceae [meta_mOTU_v2_6915],2.495292174866143,1.0940468587856809,0.6456029239396682,0.825020944429977,1.1499480306835312
Clostridium boltae/clostridioforme [ref_mOTU_v2_0886],1.857619580587702,0.3104892708893973,0.1525219638690587,0.4599306635321977,0.8101603882480671
Hungatella hathewayi [ref_mOTU_v2_0882],1.24849105331519,-0.02261813572936793,-0.06979524253292062,0.13584379515090944,0.5676447467997168
unknown Clostridiales [meta_mOTU_v2_7104],0.7630440418185629,-0.019067273286197055,-0.16908413261050131,-0.056937032609721785,0.26861381706870674
Flavonifractor plautii [ref_mOTU_v2_1377],0.5142627472876349,0.17129741960604766,-0.20480647101695656,-0.12439117898418146,0.03126237355657507
unknown Clostridiales [meta_mOTU_v2_6672],0.3948195184970092,0.3417208542363862,-0.21512643686247382,-0.1854119511728604,-0.06312542666062597
Clostridium symbiosum [ref_mOTU_v2_1475],0.22457350162370393,0.43560353902479476,-0.23071266176996602,-0.26960194357662515,-0.14005865884626026
unknown Clostridiales [meta_mOTU_v2_6105],0.06375196440314955,0.40946727429276,-0.2506057479015064,-0.3032190083645247,-0.258629920577692
Holdemania massiliensis [ref_mOTU_v2_2557],0.015156243008619095,0.2724864879553928,-0.27457976790399946,-0.28527636075571283,-0.3142435602142291
unknown Clostridiales [meta_mOTU_v2_6891],0.0002108932838804057,0.12162985634312991,-0.2880767237147547,-0.2709410390572748,-0.30466010344088096
Clostridium sp. KLE 1755 [ref_mOTU_v2_0860],-0.09318535160636782,0.01199464670595387,-0.2917242081724378,-0.27668571922737323,-0.3272757769294613
unknown Clostridiales [meta_mOTU_v2_6561],-0.1927879981656908,-0.07292006723974197,-0.2860102422853793,-0.2720497564912909,-0.37756527642174315
Blautia hydrogenotrophica [ref_mOTU_v2_4324],-0.19760942744966006,-0.13001509928761334,-0.27973290357907776,-0.25896822595324565,-0.3599595220943273
unknown Clostridiales [meta_mOTU_v2_6073],-0.1873880480064982,-0.15974130787426247,-0.2729548063266015,-0.252976473663517,-0.33746832686814004
unknown Clostridiales [meta_mOTU_v2_7097],-0.23082172180371002,-0.19614215329917498,-0.2758770192197457,-0.2703002587477632,-0.3944067745895808
unknown Clostridiales [meta_mOTU_v2_6036],-0.19253440770803798,-0.2570171088281324,-0.28941222164556424,-0.27660544910903745,-0.45024014989317507
unknown Ruminococcaceae [meta_mOTU_v2_7593],0.03270824579328023,-0.3023087812705559,-0.31179248551873684,-0.2595343578025189,-0.42529742411652477
unknown Anaeromassilibacillus [meta_mOTU_v2_5656],0.2752767329439828,-0.3254844486748301,-0.3303101433746235,-0.2488441080184957,-0.3425979779467218
unknown Oscillibacter [meta_mOTU_v2_6438],0.2685251921627475,-0.35772812018487243,-0.34431920817101447,-0.271428339238907,-0.2828174560333809
Faecalicoccus pleomorphus [ref_mOTU_v2_2178],0.029565366515463806,-0.38975852843501996,-0.35602426828565215,-0.3031683189084528,-0.3486961112894877
unknown Collinsella [meta_mOTU_v2_6772],-0.2179749993899954,-0.3914248451991497,-0.34560046932472066,-0.30505620035660946,-0.49931864624428374
unknown Clostridiales [meta_mOTU_v2_5569],-0.254736025385582,-0.2904348444637791,-0.2596103671899289,-0.23669597940710832,-0.4526779946569003
Streptococcus salivarius [ref_mOTU_v2_0199],2.2366702277037476,2.5354028363896326,3.149231088169366,3.8737077390244923,2.0113285707379287
Streptococcus constellatus/intermedius [ref_mOTU_v2_0143],3.442260874167107,3.712812323728068,4.752637310742042,5.3713318031242085,2.690816461562887
Prevotella oris [ref_mOTU_v2_0520],4.304498277629811,4.583904079269953,5.630009463032722,5.863899403475438,3.0806578312157304
Alloprevotella tannerae [ref_mOTU_v2_4636],4.6841854772015505,5.134175582295869,5.594679431667793,5.373711553902929,3.3834164878687263
Pyramidobacter piscolens [ref_mOTU_v2_4064],4.370078384792722,4.89502234054386,4.568893111760325,4.028003089014652,3.2999910815026947
Bacteroides coprophilus [ref_mOTU_v2_4472],3.4426755571910514,3.5427227069891227,2.780659284152253,2.3546383858452784,2.5836306420787674
unknown Desulfovibrio [meta_mOTU_v2_5993],2.452280398650539,2.1035137947192513,1.26840706846821,1.2246285887138413,1.6515341307462221
Phascolarctobacterium sp. [ref_mOTU_v2_2805],1.7322848549532315,0.893641529528029,0.40903469678288856,0.6828082822001916,0.9521155394240868
Parabacteroides johnsonii [ref_mOTU_v2_5296],1.199950639186606,0.22763651329715778,0.036678684171588524,0.3619767855084782,0.5901898565874703
Bacteroides fragilis/ovatus [ref_mOTU_v2_1073],0.7126916347421923,0.004187624525953906,-0.11617019572444613,0.07554750774149897,0.3375220381578388
Clostridium citroniae [ref_mOTU_v2_4882],0.3570920311487751,0.1121084786189708,-0.17654055784138475,-0.08559002873479649,0.06669554416146097
Dielma fastidiosa [ref_mOTU_v2_0138],0.20795369393981258,0.3808573711798654,-0.19294333464642935,-0.12873559347311261,-0.13635077843367352
Ruminococcus torques [ref_mOTU_v2_1376],0.1461569228866144,0.5874911862385606,-0.19593001511152675,-0.17738742107188527,-0.20528846466596865
Clostridium asparagiforme [ref_mOTU_v2_4394],0.029447162715226925,0.6879192747216335,-0.2087058850940723,-0.25604130786626583,-0.25371337475704636
Anaerotruncus colihominis [ref_mOTU_v2_0884],-0.0872002409558653,0.647991494904841,-0.2272604025626048,-0.28442666166973524,-0.33686492144104047
unknown Clostridiales [meta_mOTU_v2_5517],-0.1220252630534175,0.49083341892415994,-0.2492895291803624,-0.26394022156003577,-0.37497717668787767
Lachnospiraceae bacterium 3_1_57FAA_CT1 [ref_mOTU_v2_0887],-0.13366851671780133,0.3159022974362323,-0.260984235501864,-0.2482861135672626,-0.3771725490765562
uncultured Eubacterium sp. [meta_mOTU_v2_6201],-0.20150731466249255,0.17151457654258173,-0.2635328164393474,-0.2456456672205355,-0.41612679915251544
unknown Clostridium [meta_mOTU_v2_5331],-0.27072739734550116,0.04065607729326141,-0.2561519793822816,-0.23373891566387248,-0.4600999141864151
unknown Clostridiales [meta_mOTU_v2_5339],-0.28169741355956485,-0.05396523077884041,-0.25086246553551494,-0.22026672513490012,-0.4576793217574292
unknown Clostridiales [meta_mOTU_v2_5735],-0.28881866850202115,-0.09958418228100886,-0.24725785663646646,-0.2180597414882363,-0.4626718392596396
unknown Clostridiales [meta_mOTU_v2_6260],-0.3211979367087667,-0.14225631632310712,-0.25255372979117885,-0.23631599305448706,-0.5133580783389411
unknown Clostridiales [meta_mOTU_v2_6856],-0.28914255631413716,-0.22138814092433287,-0.26726827117900387,-0.24805394733719746,-0.5449956824296759
unknown Clostridiales [meta_mOTU_v2_7337],-0.1321123018175606,-0.2874379936282116,-0.2944233566266706,-0.23994183224456564,-0.5083258754527021
Ruminococcaceae bacterium D16 [ref_mOTU_v2_4480],0.025789712508515066,-0.322115880407688,-0.3189348651568634,-0.23664227928872084,-0.4269328983154613
unknown Clostridiales [meta_mOTU_v2_7784],-0.0030122563891425203,-0.3531770988554078,-0.3371793034115344,-0.2550544174248654,-0.374783154905943
unknown Clostridiales [meta_mOTU_v2_6929],-0.18471229773632988,-0.3810848646139414,-0.3515881551263641,-0.2710085109458155,-0.4222856544930577
unknown Clostridiales [meta_mOTU_v2_6022],-0.33832519881541745,-0.3761763933915865,-0.3426643170767146,-0.26722494894902793,-0.521315076363861
unknown Clostridiales [meta_mOTU_v2_6259],-0.30889745552692854,-0.27314497103243196,-0.2575918158690072,-0.2089081656929257,-0.44564906487690886
Streptococcus oralis [ref_mOTU_v2_0356],1.5203443372027092,2.068078335299534,2.500527492035144,3.3277282471837886,1.7269078289563404
Streptococcus sp. 2_1_36FAA [ref_mOTU_v2_1399],2.3508863365713575,2.962194959348953,3.7601423749154104,4.590737480492646,2.257340611531044
Streptococcus anginosus [ref_mOTU_v2_0351],2.9947156431085085,3.604568379990188,4.354325447610444,4.866966091355847,2.5482672872459795
Streptococcus anginosus [ref_mOTU_v2_0004],3.2669334098445826,3.9870859030151755,4.166592598484017,4.263343893438958,2.799426463268872
Fusobacterium varium [ref_mOTU_v2_4311],2.923257802846843,3.7356081448580474,3.25279276925877,3.021701065266497,2.7170324976245652
Bacteroides fragilis [ref_mOTU_v2_0286],2.086130635441176,2.5976113366126317,1.8299523387115677,1.6162174747025273,2.056206577504818
Bacteroides plebeius [ref_mOTU_v2_4343],1.2715023869101385,1.4454391914463616,0.6926264530864311,0.7329926921813527,1.2014793627892144
Fusobacterium mortiferum [ref_mOTU_v2_4310],0.7482654059578778,0.5433008168949531,0.10233072986846486,0.33360612910114623,0.5691600714824275
Bacteroides thetaiotaomicron [ref_mOTU_v2_0897],0.4114237245112447,0.09973640313677536,-0.11958995406312622,0.10851889601671254,0.25372509438816737
Bacteroides dorei/vulgatus [ref_mOTU_v2_0898],0.13254389646262343,0.04173779475795991,-0.1829224076753794,-0.08370807127231948,0.05632159376772585
Bacteroides xylanisolvens [ref_mOTU_v2_1072],-0.053832520470004856,0.2517126727623453,-0.19154438809065905,-0.17929559208252557,-0.12445032680997432
unknown Burkholderiales [meta_mOTU_v2_7434],-0.11038133942333353,0.5621341949647295,-0.19106623778730808,-0.18912195802977025,-0.2567939114934811
unknown Akkermansia [meta_mOTU_v2_7059],-0.1104655048882488,0.7619161470406599,-0.19104398117648005,-0.2066787306585306,-0.29434303932462946
Subdoligranulum sp. 4_3_54A2FAA [ref_mOTU_v2_4738],-0.14615700612025997,0.8418780758980767,-0.20197685669646828,-0.25465510248321793,-0.31499415598639535
Oscillibacter sp. KLE 1728 [ref_mOTU_v2_0858],-0.1986851475385113,0.8082623465821008,-0.21867211826067545,-0.2674660606984356,-0.35864070969474543
Intestinimonas butyriciproducens [ref_mOTU_v2_2968],-0.21917825784470055,0.6684538722349199,-0.23598552077651813,-0.2453215523986719,-0.3918887688893291
Holdemania filiformis [ref_mOTU_v2_4459],-0.21970762232279287,0.486532101639451,-0.2427230107801758,-0.22492694074465883,-0.41264738810604495
unknown Clostridiales [meta_mOTU_v2_6699],-0.24689074494728877,0.30616930063212133,-0.24260458795097808,-0.21139442791447965,-0.4530476224150441
unknown Ruminococcaceae [meta_mOTU_v2_7652],-0.2862924843560508,0.13251803957418937,-0.23177798708216465,-0.19269858687139033,-0.4843892062601458
unknown Clostridiales [meta_mOTU_v2_6028],-0.3186640846627365,0.008823113249085511,-0.22503112300859257,-0.18112414314941466,-0.5023031544530495
unknown Pseudoflavonifractor [meta_mOTU_v2_6108],-0.3409454386497549,-0.04745676715272573,-0.2264314980401225,-0.18636675807270903,-0.5266103821579589
unknown Ruminococcus [meta_mOTU_v2_5392],-0.3586474147247279,-0.09698681809534121,-0.239663632449863,-0.21280625350305066,-0.5764368103443406
unknown Clostridiales [meta_mOTU_v2_5791],-0.35802479514456786,-0.19744414279261258,-0.2584106365376482,-0.23742169559150117,-0.6049196117925482
unknown Oscillibacter [meta_mOTU_v2_7111],-0.31786496155058463,-0.2853417982644542,-0.2858873328428795,-0.2492973108782229,-0.5839725127892298
Oscillibacter sp. CAG:155 [meta_mOTU_v2_5868],-0.27657490587790967,-0.331315316451811,-0.31184014499727747,-0.2661128318959546,-0.5243368179946515
unknown Clostridiales [meta_mOTU_v2_7209],-0.31825151091842807,-0.3597127406107136,-0.3337738423833819,-0.28604309512863524,-0.49031172780765364
unknown Clostridiales [meta_mOTU_v2_7298],-0.4236093178815958,-0.383647297584145,-0.35095493651358384,-0.2916964128397217,-0.5217962406209711
unknown Clostridiales [meta_mOTU_v2_6791],-0.4824305407244156,-0.3736474270385998,-0.34276697506215553,-0.2845039192697836,-0.5733324043698028
unknown Clostridiales [meta_mOTU_v2_6054],-0.3835446540056818,-0.26808482711094944,-0.25745034505238673,-0.21856323795732283,-0.4656609934956377
Streptococcus australis [ref_mOTU_v2_1524],0.7083018420950806,1.3919873993275294,1.6832707680757035,2.3947414915033196,1.31754945572663
Streptococcus vestibularis [ref_mOTU_v2_0198],1.1491994247832418,1.9658967893223842,2.5677711079890577,3.27376436338792,1.710339982287189
Streptococcus anginosus [ref_mOTU_v2_0687],1.5193677169629487,2.326918068866121,2.9033258066912104,3.27753844898052,1.8723649910348619
Bifidobacterium dentium [ref_mOTU_v2_0631],1.6568479547030703,2.483211650726761,2.5962534703617575,2.581018529579149,1.945330033136778
Enterobacteriaceae sp. [ref_mOTU_v2_0036],1.3736330446491947,2.2570365988837193,1.8461180730874878,1.5928434557485882,1.757743256539445
Klebsiella sp. [ref_mOTU_v2_0160],0.7755605067043575,1.4660667953335214,0.8744231673513858,0.6565994923009527,1.163696082253343
Bacteroides coprocola [ref_mOTU_v2_4312],0.24275799207985194,0.7078392465609752,0.17337484296525185,0.13008145808693458,0.48181718043677674
unknown Synergistaceae [meta_mOTU_v2_6989],-0.04696575222163799,0.17460328842993547,-0.14306148631633342,-0.07537658434667785,0.028859269034083698
Parabacteroides gordonii [ref_mOTU_v2_2090],-0.1746605700982701,-0.020945537955229913,-0.22660290546801007,-0.17046303749193337,-0.1555037362646058
Bilophila wadsworthia [ref_mOTU_v2_1149],-0.2434165655917264,0.06882082080454224,-0.2165018731350011,-0.24621763062899418,-0.23867180687076844
Bacteroidales sp. [ref_mOTU_v2_1074],-0.274712883751417,0.33272987207551113,-0.18784363629381232,-0.27604441621489767,-0.30111200346627043
Bacteroides cellulosilyticus/timonensis [ref_mOTU_v2_0692],-0.25982887072670974,0.6270908292512178,-0.17575348193129983,-0.25958269977960713,-0.3523258337343931
Bacteroides rodentium/uniformis [ref_mOTU_v2_0899],-0.21224565465598794,0.7842388027341796,-0.17336639758882413,-0.2425975737628168,-0.35138186007469707
Alistipes putredinis [ref_mOTU_v2_4266],-0.17995835448797076,0.8350562715212551,-0.18518318854853588,-0.2499128129054414,-0.3334401419800155
Clostridium leptum [ref_mOTU_v2_4234],-0.17943973578924102,0.8304304431740283,-0.20351985465093358,-0.24445182483249484,-0.33247086891659905
Adlercreutzia equolifaciens [ref_mOTU_v2_3198],-0.19104406915049552,0.7347603216291817,-0.22041253079046713,-0.21749082761427674,-0.36399109960878606
